data	fechamento	fechamento.ajustado	volume
17/02/2011	57,99	47,8894	2.943
18/02/2011	57,40	47,4022	2.281
21/02/2011	56,10	46,3286	776
22/02/2011	54,98	45,4037	4.495
23/02/2011	56,00	46,2460	3.257
24/02/2011	55,51	45,8414	3.534
25/02/2011	55,70	45,9983	2.696
28/02/2011	56,30	46,4938	2.654
01/03/2011	55,24	45,6184	2.473
02/03/2011	56,18	46,3947	2.390
03/03/2011	56,60	46,7415	2.093
04/03/2011	55,65	45,9570	2.749
09/03/2011	53,62	44,2806	2.628
10/03/2011	52,10	43,0253	5.863
11/03/2011	52,82	43,6199	3.897
14/03/2011	53,00	43,7686	2.865
15/03/2011	52,05	42,9840	4.635
16/03/2011	50,75	41,9105	4.272
17/03/2011	52,19	43,0997	5.078
18/03/2011	52,88	43,6695	3.066
21/03/2011	53,00	43,7686	2.108
22/03/2011	52,70	43,5208	3.154
23/03/2011	53,49	44,1732	2.788
24/03/2011	52,85	43,6447	3.479
25/03/2011	52,86	43,6530	2.178
28/03/2011	52,51	43,3639	1.971
29/03/2011	53,59	44,2558	2.644
30/03/2011	52,90	43,6860	4.862
31/03/2011	53,35	44,0576	3.927
01/04/2011	53,01	43,7768	1.916
04/04/2011	54,15	44,7183	4.200
05/04/2011	54,40	44,9247	4.676
06/04/2011	53,55	44,2228	4.522
07/04/2011	53,11	43,8594	3.407
08/04/2011	53,00	43,7686	2.722
11/04/2011	53,07	43,8264	2.680
12/04/2011	52,00	42,9427	2.915
13/04/2011	51,25	42,3234	3.692
14/04/2011	51,28	42,3482	3.970
15/04/2011	51,15	42,7397	2.344
18/04/2011	50,64	42,3136	2.222
19/04/2011	51,10	42,6979	2.738
20/04/2011	52,03	43,4750	2.880
25/04/2011	52,54	43,9012	3.008
26/04/2011	52,58	43,9346	3.452
27/04/2011	51,90	43,3664	3.604
28/04/2011	51,50	43,0322	3.963
29/04/2011	51,79	43,2745	3.882
02/05/2011	51,22	42,7982	4.291
03/05/2011	50,05	41,8206	2.769
04/05/2011	49,12	41,0435	5.823
05/05/2011	49,74	41,5615	5.287
06/05/2011	49,75	41,5699	3.749
09/05/2011	49,95	41,7370	2.738
10/05/2011	49,83	41,6368	2.485
11/05/2011	48,36	40,4085	3.430
12/05/2011	48,45	40,4837	2.976
13/05/2011	47,66	39,8236	2.397
16/05/2011	47,47	39,6648	3.115
17/05/2011	47,96	40,0742	1.990
18/05/2011	48,11	40,1996	2.929
19/05/2011	48,54	40,5589	2.826
20/05/2011	48,75	40,7343	4.131
23/05/2011	48,70	40,6926	1.940
24/05/2011	49,16	41,0769	1.944
25/05/2011	49,28	41,1772	2.142
26/05/2011	50,05	41,8206	2.815
27/05/2011	50,35	42,0713	3.257
30/05/2011	50,14	41,8958	673
31/05/2011	50,25	41,9877	4.043
01/06/2011	49,77	41,5866	3.218
02/06/2011	49,85	41,6535	4.069
03/06/2011	49,43	41,3025	5.050
06/06/2011	49,05	40,9850	2.079
07/06/2011	48,96	40,9098	3.342
08/06/2011	49,00	40,9432	2.189
09/06/2011	49,54	41,3944	1.944
10/06/2011	48,99	40,9349	2.066
13/06/2011	48,08	40,1745	3.339
14/06/2011	48,32	40,3750	4.334
15/06/2011	48,00	40,1076	4.117
16/06/2011	47,46	39,6564	3.236
17/06/2011	47,22	39,4559	3.108
20/06/2011	47,95	40,0659	2.337
21/06/2011	48,39	40,4335	2.846
22/06/2011	48,55	40,5672	3.193
24/06/2011	48,88	40,8430	2.098
27/06/2011	48,52	40,5421	3.448
28/06/2011	49,11	41,0351	2.681
29/06/2011	49,14	41,0602	3.372
30/06/2011	49,49	41,3527	3.519
01/07/2011	51,69	43,1909	6.465
04/07/2011	52,35	43,7424	1.438
05/07/2011	51,30	42,8650	3.852
06/07/2011	51,13	42,7230	2.060
07/07/2011	51,45	42,9904	3.439
08/07/2011	51,10	42,6979	3.487
11/07/2011	50,66	42,3303	2.995
12/07/2011	50,70	42,3637	2.341
13/07/2011	51,33	42,8901	2.919
14/07/2011	50,63	42,3052	3.965
15/07/2011	50,60	42,2801	3.287
18/07/2011	50,75	42,4055	2.994
19/07/2011	50,86	42,4974	2.605
20/07/2011	50,86	42,4974	3.916
21/07/2011	51,01	42,6227	3.385
22/07/2011	51,17	42,7564	4.027
25/07/2011	51,13	42,7230	3.084
26/07/2011	51,08	42,6812	2.979
27/07/2011	50,69	42,3553	4.455
28/07/2011	51,15	42,7397	4.635
29/07/2011	50,18	41,9292	9.079
01/08/2011	50,20	41,9459	4.592
02/08/2011	49,15	41,0686	3.545
03/08/2011	47,86	39,9907	6.207
04/08/2011	45,10	37,6845	8.555
05/08/2011	44,00	36,7653	8.378
08/08/2011	39,81	33,2643	8.567
09/08/2011	41,85	34,9689	9.315
10/08/2011	41,89	35,0023	5.815
11/08/2011	43,70	36,5147	5.550
12/08/2011	42,59	35,5872	4.951
15/08/2011	43,37	37,0234	3.739
16/08/2011	43,07	36,7673	4.974
17/08/2011	43,80	37,3905	5.192
18/08/2011	41,60	35,5125	6.494
19/08/2011	41,00	35,0003	7.408
22/08/2011	40,94	34,9490	4.024
23/08/2011	42,30	36,1100	5.473
24/08/2011	42,57	36,3405	3.622
25/08/2011	42,10	35,9393	5.012
26/08/2011	42,81	36,5454	3.931
29/08/2011	43,90	37,4759	7.141
30/08/2011	44,00	37,5613	3.674
31/08/2011	44,80	38,2442	5.087
01/09/2011	45,07	38,4747	6.438
02/09/2011	44,41	37,9113	3.528
05/09/2011	43,40	37,0491	1.320
06/09/2011	44,62	38,0905	4.851
08/09/2011	45,60	38,9271	4.389
09/09/2011	44,90	38,3296	3.799
12/09/2011	45,16	38,5515	2.930
13/09/2011	45,50	38,8418	2.858
14/09/2011	46,05	39,3113	3.911
15/09/2011	46,56	39,7466	3.919
16/09/2011	46,80	39,9515	2.511
19/09/2011	47,44	40,4979	3.636
20/09/2011	47,92	40,9076	3.266
21/09/2011	47,12	40,2247	7.708
22/09/2011	44,62	38,0905	7.102
23/09/2011	44,30	37,8174	7.604
26/09/2011	43,71	37,3137	5.000
27/09/2011	44,22	37,7491	4.349
28/09/2011	43,98	37,5442	3.546
29/09/2011	43,71	37,3137	4.572
30/09/2011	42,65	36,4088	5.480
03/10/2011	41,37	35,3161	4.785
04/10/2011	41,00	35,0003	7.162
05/10/2011	41,85	35,7259	4.383
06/10/2011	42,45	36,2381	4.857
07/10/2011	41,21	35,1795	3.035
10/10/2011	42,50	36,2808	4.205
11/10/2011	43,12	36,8100	3.529
13/10/2011	43,95	37,5186	4.099
14/10/2011	44,02	37,5783	4.985
17/10/2011	41,38	35,3247	4.539
18/10/2011	41,55	36,3490	4.671
19/10/2011	40,15	35,1242	7.477
20/10/2011	39,65	34,6868	5.133
21/10/2011	40,55	35,4741	3.772
24/10/2011	42,95	37,5737	6.188
25/10/2011	42,42	37,1101	4.831
26/10/2011	43,63	38,1686	4.548
27/10/2011	44,81	39,2009	8.997
28/10/2011	44,60	39,0172	3.826
31/10/2011	43,71	38,2386	3.773
01/11/2011	43,30	37,8799	6.758
03/11/2011	44,69	39,0959	6.814
04/11/2011	45,60	39,8920	4.541
07/11/2011	46,00	40,2419	3.117
08/11/2011	45,71	39,9882	2.703
09/11/2011	44,96	39,3321	3.414
10/11/2011	44,69	39,0959	2.312
11/11/2011	45,42	39,7345	2.123
14/11/2011	45,20	39,5421	1.356
16/11/2011	45,58	39,8745	3.221
17/11/2011	44,35	38,7985	4.125
18/11/2011	44,20	38,6672	2.169
21/11/2011	43,94	38,4398	13.515
22/11/2011	43,55	38,0986	4.000
23/11/2011	42,40	37,0926	3.863
24/11/2011	42,45	37,1363	1.067
25/11/2011	41,48	36,2877	3.842
28/11/2011	41,89	36,6464	2.966
29/11/2011	41,30	36,1303	3.773
30/11/2011	41,65	36,4364	7.656
01/12/2011	41,90	36,6551	5.248
02/12/2011	42,42	37,1101	3.411
05/12/2011	43,20	37,7924	2.885
06/12/2011	43,15	37,7487	3.128
07/12/2011	41,27	36,1040	6.661
08/12/2011	40,42	35,3604	4.384
09/12/2011	41,23	36,0690	2.900
12/12/2011	40,54	35,4654	3.128
13/12/2011	40,48	35,4129	3.212
14/12/2011	39,84	34,8530	4.381
15/12/2011	39,20	34,2931	4.449
16/12/2011	39,20	34,2931	4.401
19/12/2011	38,59	33,7595	2.869
20/12/2011	40,00	34,9930	4.073
21/12/2011	40,13	35,1067	3.477
22/12/2011	40,70	35,6054	2.525
23/12/2011	40,95	35,8241	2.131
26/12/2011	40,63	35,5441	513
27/12/2011	40,90	35,7803	4.241
28/12/2011	39,72	34,7480	3.872
29/12/2011	39,45	34,5118	3.496
02/01/2012	40,90	35,7803	2.108
03/01/2012	42,72	37,3725	5.811
04/01/2012	43,01	37,6262	2.512
05/01/2012	41,86	36,6202	2.954
06/01/2012	41,50	36,3052	2.337
09/01/2012	41,45	36,2615	1.967
10/01/2012	41,40	36,2177	3.149
11/01/2012	41,71	36,4889	3.036
12/01/2012	41,29	36,1215	5.649
13/01/2012	40,45	35,3867	8.748
16/01/2012	40,71	35,6141	3.563
17/01/2012	42,79	37,4337	6.388
18/01/2012	43,10	37,7049	5.823
19/01/2012	42,98	37,6000	4.651
20/01/2012	42,92	37,5475	2.898
23/01/2012	42,61	37,2763	4.550
24/01/2012	43,01	37,6262	5.996
26/01/2012	42,79	37,4337	5.411
27/01/2012	43,04	37,6524	2.692
30/01/2012	43,49	38,0461	4.178
31/01/2012	44,70	39,1047	6.726
01/02/2012	45,60	39,8920	6.303
02/02/2012	45,57	39,8658	3.365
03/02/2012	45,87	40,1282	3.872
06/02/2012	45,85	40,1107	1.831
07/02/2012	45,84	40,1020	3.108
08/02/2012	45,52	39,8220	3.129
09/02/2012	45,10	39,4546	3.440
10/02/2012	44,33	38,7810	4.683
13/02/2012	45,45	39,7608	2.724
14/02/2012	44,25	38,7110	5.126
15/02/2012	43,47	38,0286	4.900
16/02/2012	43,63	38,1686	4.601
17/02/2012	42,93	37,5562	5.705
22/02/2012	43,00	37,6175	2.123
23/02/2012	43,86	38,3698	4.148
24/02/2012	44,09	38,5710	3.599
27/02/2012	43,62	38,1598	2.964
28/02/2012	44,08	38,5623	3.159
29/02/2012	43,55	38,0986	6.991
01/03/2012	44,05	38,5360	2.645
02/03/2012	44,45	38,8860	3.090
05/03/2012	43,15	37,7487	4.269
06/03/2012	41,06	35,9203	8.038
07/03/2012	41,00	35,8678	7.284
08/03/2012	41,15	35,9990	4.298
09/03/2012	41,11	35,9640	5.073
12/03/2012	40,62	35,5354	4.917
13/03/2012	42,70	37,3550	5.393
14/03/2012	42,30	37,0051	3.124
15/03/2012	42,70	37,3550	1.941
16/03/2012	42,97	37,5912	2.777
19/03/2012	43,27	37,8537	1.812
20/03/2012	42,61	37,2763	3.526
21/03/2012	42,45	37,1363	2.271
22/03/2012	41,57	36,3665	4.019
23/03/2012	41,55	36,3490	2.430
26/03/2012	42,11	36,8389	2.116
27/03/2012	42,41	37,1013	3.862
28/03/2012	41,60	36,3927	2.775
29/03/2012	42,16	36,8826	5.333
30/03/2012	42,90	37,5300	5.241
02/04/2012	44,01	38,5010	5.340
03/04/2012	43,02	37,6350	4.525
04/04/2012	42,17	36,8914	2.726
05/04/2012	42,06	36,7951	3.799
09/04/2012	41,62	36,4102	3.871
10/04/2012	41,24	36,0778	3.599
11/04/2012	41,24	36,0778	4.813
12/04/2012	43,86	38,3698	9.943
13/04/2012	43,80	38,3173	5.849
16/04/2012	42,16	37,7895	4.321
17/04/2012	43,06	38,5962	5.456
18/04/2012	43,50	38,9906	6.653
19/04/2012	43,18	38,7037	4.666
20/04/2012	43,08	38,6141	2.894
23/04/2012	42,80	38,3631	3.462
24/04/2012	42,90	38,4528	2.839
25/04/2012	42,28	37,8970	4.621
26/04/2012	42,90	38,4528	7.178
27/04/2012	42,62	38,2018	5.353
30/04/2012	42,60	38,1839	3.390
02/05/2012	43,20	38,7217	6.611
03/05/2012	42,76	38,3273	5.796
04/05/2012	41,53	37,2248	8.073
07/05/2012	41,50	37,1979	2.809
08/05/2012	40,40	36,2119	6.258
09/05/2012	40,30	36,1223	5.042
10/05/2012	40,31	36,1313	3.747
11/05/2012	39,10	35,0467	4.479
14/05/2012	38,45	34,4641	3.992
15/05/2012	38,16	34,2041	5.331
16/05/2012	37,10	33,2540	6.961
17/05/2012	35,83	32,1157	7.176
18/05/2012	36,68	32,8776	6.676
21/05/2012	37,85	33,9263	4.289
22/05/2012	37,38	33,5050	4.912
23/05/2012	37,68	33,7739	7.228
24/05/2012	37,25	33,3885	5.837
25/05/2012	36,55	32,7610	4.774
28/05/2012	36,88	33,0568	1.315
29/05/2012	37,50	33,6126	6.358
30/05/2012	37,28	33,4154	4.096
31/05/2012	37,59	33,6932	8.686
01/06/2012	37,00	33,1644	3.464
04/06/2012	36,92	33,0927	4.087
05/06/2012	36,89	33,0658	3.822
06/06/2012	37,96	34,0249	4.279
08/06/2012	38,34	34,3655	4.112
11/06/2012	37,86	33,9352	3.992
12/06/2012	38,75	34,7330	3.295
13/06/2012	38,80	34,7778	4.047
14/06/2012	38,90	34,8674	2.553
15/06/2012	39,52	35,4232	13.681
18/06/2012	39,85	35,7190	4.274
19/06/2012	40,81	36,5794	6.788
20/06/2012	40,93	36,6870	4.498
21/06/2012	39,80	35,6741	3.147
22/06/2012	39,71	35,5935	3.531
25/06/2012	38,95	34,9122	3.344
26/06/2012	39,85	35,7190	6.070
27/06/2012	39,69	35,5755	3.784
28/06/2012	39,22	35,1543	6.356
29/06/2012	40,13	35,9699	5.273
02/07/2012	40,24	36,0685	2.379
03/07/2012	41,00	36,7497	13.851
04/07/2012	41,25	36,9738	945
05/07/2012	41,77	37,4399	4.461
06/07/2012	40,79	36,5615	5.951
10/07/2012	39,60	35,4949	5.895
11/07/2012	39,56	35,4590	3.738
12/07/2012	39,39	35,3066	4.761
13/07/2012	40,23	36,0596	3.392
16/07/2012	39,60	35,4949	2.200
17/07/2012	39,45	35,3604	1.978
18/07/2012	39,50	35,4052	4.634
19/07/2012	39,55	35,4501	3.030
20/07/2012	38,59	34,5896	4.805
23/07/2012	37,68	33,7739	4.256
24/07/2012	35,84	32,1246	8.144
25/07/2012	35,65	31,9543	4.280
26/07/2012	36,09	32,3487	10.952
27/07/2012	37,55	33,6574	12.480
30/07/2012	37,52	33,6305	3.194
31/07/2012	37,15	33,2988	4.095
01/08/2012	37,39	33,5140	3.973
02/08/2012	36,75	32,9403	3.190
03/08/2012	37,30	33,4333	3.509
06/08/2012	37,70	33,7918	2.749
07/08/2012	37,64	33,7381	3.253
08/08/2012	37,93	33,9980	4.782
09/08/2012	38,30	34,3296	5.809
10/08/2012	38,58	34,5806	5.287
13/08/2012	38,61	34,6075	2.988
14/08/2012	37,05	33,2092	5.200
15/08/2012	36,30	32,5370	6.305
16/08/2012	36,80	32,9851	4.799
17/08/2012	35,65	31,9543	5.104
20/08/2012	36,36	32,5907	4.142
21/08/2012	36,09	32,3487	5.515
22/08/2012	36,10	32,3577	2.916
23/08/2012	34,70	31,1028	3.510
24/08/2012	34,53	30,9504	4.790
27/08/2012	34,00	30,4754	2.627
28/08/2012	33,92	30,4037	3.088
29/08/2012	32,91	29,4984	5.996
30/08/2012	32,80	29,3998	3.395
31/08/2012	33,78	30,2782	7.156
03/09/2012	33,55	30,0720	1.991
04/09/2012	32,45	29,0861	4.332
05/09/2012	33,00	29,5791	3.581
06/09/2012	34,52	30,9415	4.850
10/09/2012	35,79	32,0798	12.770
11/09/2012	36,80	32,9851	8.227
12/09/2012	37,28	33,4154	7.138
13/09/2012	38,23	34,2669	8.945
14/09/2012	38,65	34,6433	11.968
17/09/2012	39,07	35,0198	7.145
18/09/2012	39,55	35,4501	5.638
19/09/2012	39,10	35,0467	4.575
20/09/2012	38,77	34,7509	6.034
21/09/2012	37,62	33,7201	4.103
24/09/2012	37,88	33,9532	5.800
25/09/2012	36,82	33,0031	4.530
26/09/2012	36,95	33,1196	3.364
27/09/2012	36,88	33,0568	3.445
28/09/2012	36,49	32,7073	4.986
01/10/2012	36,33	32,5639	3.476
02/10/2012	36,19	32,4384	3.521
03/10/2012	35,70	31,9992	3.040
04/10/2012	36,10	32,3577	6.405
05/10/2012	35,91	32,1874	3.359
08/10/2012	37,10	33,2540	4.615
09/10/2012	37,30	33,4333	4.770
10/10/2012	36,90	33,0748	4.014
11/10/2012	37,40	33,5229	4.980
15/10/2012	37,40	33,5229	3.152
16/10/2012	38,11	34,1593	12.085
17/10/2012	37,58	34,7372	5.311
18/10/2012	37,40	34,5708	5.806
19/10/2012	36,60	33,8313	3.697
22/10/2012	36,60	33,8313	3.342
23/10/2012	35,57	32,8792	3.789
24/10/2012	35,32	32,6481	3.427
25/10/2012	37,31	34,4876	5.356
26/10/2012	37,03	34,2288	2.828
29/10/2012	37,27	34,4506	2.059
30/10/2012	37,45	34,6170	1.524
31/10/2012	37,45	34,6170	6.696
01/11/2012	38,39	35,4859	5.986
05/11/2012	38,05	35,1716	3.483
06/11/2012	38,23	35,3380	4.645
07/11/2012	37,83	34,9683	7.628
08/11/2012	36,98	34,1826	7.126
09/11/2012	37,30	34,4783	3.665
12/11/2012	37,00	34,2010	3.142
13/11/2012	37,26	34,4414	5.555
14/11/2012	36,59	33,8221	4.609
16/11/2012	35,48	32,7960	7.060
19/11/2012	35,95	33,2305	3.765
21/11/2012	36,45	33,6926	8.160
22/11/2012	36,29	33,5448	1.226
23/11/2012	36,92	34,1271	2.836
26/11/2012	36,61	33,8405	3.600
27/11/2012	36,48	33,7204	4.924
28/11/2012	35,87	33,1565	6.280
29/11/2012	37,46	34,6262	4.628
30/11/2012	37,60	34,7557	4.974
03/12/2012	37,38	34,5523	5.178
04/12/2012	36,70	33,9237	5.001
05/12/2012	37,30	34,4783	5.252
06/12/2012	37,05	34,2473	2.464
07/12/2012	37,48	34,6447	3.256
10/12/2012	38,15	35,2640	3.267
11/12/2012	39,00	36,0497	3.598
12/12/2012	39,40	36,4195	6.355
13/12/2012	39,62	36,6228	4.283
14/12/2012	41,20	38,0833	4.362
17/12/2012	42,00	38,8228	3.296
18/12/2012	42,82	39,5808	5.742
19/12/2012	42,05	38,8690	4.820
20/12/2012	42,25	39,0539	2.560
21/12/2012	41,89	38,7211	3.017
26/12/2012	42,17	38,9799	1.416
27/12/2012	42,16	38,9707	2.082
28/12/2012	42,28	39,0816	2.474
02/01/2013	44,10	40,7639	4.052
03/01/2013	43,35	40,0707	4.115
04/01/2013	42,53	39,3127	5.639
07/01/2013	41,84	38,6749	3.028
08/01/2013	41,51	38,3699	2.628
09/01/2013	41,70	38,5455	2.286
10/01/2013	42,14	38,9522	2.977
11/01/2013	41,27	38,1480	2.993
14/01/2013	41,43	38,2959	4.077
15/01/2013	41,16	38,0463	2.571
16/01/2013	40,90	37,8060	2.951
17/01/2013	40,98	37,8800	2.802
18/01/2013	40,61	37,5380	2.494
21/01/2013	40,58	37,5102	906
22/01/2013	41,15	38,0371	2.613
23/01/2013	40,85	37,7598	3.031
24/01/2013	40,00	36,9741	3.316
28/01/2013	38,79	35,8556	2.787
29/01/2013	39,24	36,2716	3.200
30/01/2013	38,75	35,8187	4.796
31/01/2013	40,26	37,2144	6.118
01/02/2013	40,85	37,7598	3.924
04/02/2013	40,45	37,3901	5.490
05/02/2013	39,70	36,6968	4.221
06/02/2013	40,15	37,1128	3.788
07/02/2013	39,03	36,0775	3.618
08/02/2013	39,34	36,3640	3.130
13/02/2013	39,11	36,1514	2.837
14/02/2013	38,58	35,6615	3.861
15/02/2013	38,30	35,4027	2.819
18/02/2013	38,04	35,1624	1.878
19/02/2013	37,65	34,8019	3.148
20/02/2013	36,44	33,6834	3.881
21/02/2013	36,70	33,9237	5.028
22/02/2013	35,72	33,0179	7.438
25/02/2013	35,88	33,1658	5.096
26/02/2013	36,60	33,8313	4.857
27/02/2013	37,00	34,2010	3.844
28/02/2013	37,80	34,9405	7.820
01/03/2013	36,75	33,9700	5.638
04/03/2013	35,64	32,9439	3.620
05/03/2013	35,45	32,7683	3.950
06/03/2013	37,40	34,5708	4.038
07/03/2013	37,38	34,5523	5.139
08/03/2013	36,34	33,5910	3.785
11/03/2013	36,67	33,8960	2.558
12/03/2013	36,29	33,5448	2.339
13/03/2013	34,86	32,2229	3.125
14/03/2013	35,00	32,3523	4.623
15/03/2013	34,73	32,1028	7.226
18/03/2013	35,02	32,3708	3.142
19/03/2013	33,58	31,0398	5.138
20/03/2013	34,35	31,7515	5.170
21/03/2013	34,64	32,0196	3.987
22/03/2013	34,71	32,0843	2.362
25/03/2013	34,25	31,6591	2.884
26/03/2013	34,45	31,8439	1.993
27/03/2013	35,13	32,4725	3.072
28/03/2013	34,90	32,2599	2.989
01/04/2013	33,94	31,3725	1.961
02/04/2013	33,20	30,6885	5.335
03/04/2013	35,35	32,6759	6.241
04/04/2013	34,19	31,6036	4.225
05/04/2013	34,56	31,9456	4.539
08/04/2013	34,70	32,0750	6.422
09/04/2013	36,19	33,4523	7.884
10/04/2013	35,00	32,3523	8.486
11/04/2013	34,14	31,5574	5.173
12/04/2013	34,58	31,9641	6.120
15/04/2013	32,46	30,0045	4.351
16/04/2013	33,20	30,6885	5.536
17/04/2013	32,46	30,7868	9.318
18/04/2013	31,90	30,2557	4.232
19/04/2013	32,10	30,4454	4.671
22/04/2013	32,56	30,8816	2.286
23/04/2013	33,40	31,6783	3.366
24/04/2013	33,58	31,8491	7.022
25/04/2013	34,23	32,4656	5.323
26/04/2013	33,13	31,4223	2.940
29/04/2013	33,60	31,8680	3.096
30/04/2013	34,25	32,4845	3.184
02/05/2013	33,49	31,7637	6.718
03/05/2013	33,80	32,0577	3.918
06/05/2013	33,83	32,0862	4.638
07/05/2013	34,85	33,0536	3.987
08/05/2013	34,96	33,1579	4.538
09/05/2013	35,15	33,3381	5.347
10/05/2013	34,24	32,4750	4.086
13/05/2013	33,44	31,7163	3.025
14/05/2013	32,79	31,0998	3.532
15/05/2013	32,10	30,4454	19.257
16/05/2013	31,35	29,7340	4.923
17/05/2013	31,65	30,0185	2.717
20/05/2013	32,89	31,1946	4.290
21/05/2013	33,15	31,4412	2.460
22/05/2013	32,62	30,9385	5.169
23/05/2013	32,01	30,3600	4.382
24/05/2013	31,70	30,0660	3.299
27/05/2013	31,85	30,2082	603
28/05/2013	31,30	29,6866	3.369
29/05/2013	31,05	29,4495	5.897
31/05/2013	30,45	28,8804	7.511
03/06/2013	31,60	29,9711	4.657
04/06/2013	32,00	30,3505	5.595
05/06/2013	30,92	29,3262	3.997
06/06/2013	31,28	29,6676	5.669
07/06/2013	30,77	29,1839	4.316
10/06/2013	30,46	28,8899	7.958
11/06/2013	29,71	28,1785	5.709
12/06/2013	29,39	27,8750	6.933
13/06/2013	30,89	29,2977	5.294
14/06/2013	30,08	28,5295	4.633
17/06/2013	30,40	28,8330	3.616
18/06/2013	31,03	29,4305	3.716
19/06/2013	30,71	29,1270	5.170
20/06/2013	30,95	29,3546	8.596
21/06/2013	30,45	28,8804	10.022
24/06/2013	28,89	27,4008	5.900
25/06/2013	29,40	27,8845	3.451
26/06/2013	28,45	26,9835	3.886
27/06/2013	28,45	26,9835	4.245
28/06/2013	29,10	27,6000	9.752
01/07/2013	29,49	27,9699	3.179
02/07/2013	28,50	27,0309	6.665
03/07/2013	28,39	26,9266	4.634
04/07/2013	29,47	27,9509	2.301
05/07/2013	28,70	27,2206	4.380
08/07/2013	28,39	26,9266	3.023
10/07/2013	28,97	27,4767	5.923
11/07/2013	30,32	28,7571	5.329
12/07/2013	29,84	28,3018	2.901
15/07/2013	30,13	28,5769	2.345
16/07/2013	31,23	29,6202	4.743
17/07/2013	31,84	30,1988	7.150
18/07/2013	31,65	30,0185	4.527
19/07/2013	30,90	29,3072	3.407
22/07/2013	31,41	29,7909	3.764
23/07/2013	32,02	30,3695	2.987
24/07/2013	31,91	30,2651	3.968
25/07/2013	32,26	30,5971	6.814
26/07/2013	32,26	30,5971	3.366
29/07/2013	31,84	30,1988	4.129
30/07/2013	31,06	29,4590	6.357
31/07/2013	31,02	29,4210	3.005
01/08/2013	31,33	29,7150	3.014
02/08/2013	31,25	29,6392	3.471
05/08/2013	31,55	29,9237	2.674
06/08/2013	31,31	29,6961	5.014
07/08/2013	32,00	30,3505	3.645
08/08/2013	33,18	31,4697	5.463
09/08/2013	34,75	32,9588	9.767
12/08/2013	35,50	33,6701	7.799
13/08/2013	35,61	33,7744	6.090
14/08/2013	35,78	33,9357	8.873
15/08/2013	36,15	34,2866	13.060
16/08/2013	36,60	34,7134	5.888
19/08/2013	36,41	34,5332	6.721
20/08/2013	35,38	33,5563	5.576
21/08/2013	35,01	33,2054	5.023
22/08/2013	36,26	34,3909	4.988
23/08/2013	36,12	34,2581	6.164
26/08/2013	35,90	34,0495	3.670
27/08/2013	35,27	33,4519	4.580
28/08/2013	34,84	33,0441	4.565
29/08/2013	34,00	32,2474	4.669
30/08/2013	34,42	32,6458	5.365
02/09/2013	35,62	33,7839	3.009
03/09/2013	35,85	34,0021	3.887
04/09/2013	36,00	34,1443	3.291
05/09/2013	35,99	34,1348	2.905
06/09/2013	35,88	34,0305	3.367
09/09/2013	36,95	35,0454	4.708
10/09/2013	37,85	35,8990	9.664
11/09/2013	37,14	35,2256	7.130
12/09/2013	36,95	35,0454	3.952
13/09/2013	36,50	34,6185	3.665
16/09/2013	36,39	34,5142	3.133
17/09/2013	36,49	34,6091	3.155
18/09/2013	36,53	34,6470	4.444
19/09/2013	36,38	34,5047	3.789
20/09/2013	35,67	33,8313	4.912
23/09/2013	36,01	34,1538	2.418
24/09/2013	35,45	33,6227	4.377
25/09/2013	35,75	33,9072	3.388
26/09/2013	36,00	34,1443	2.144
27/09/2013	35,16	33,3476	4.673
30/09/2013	34,46	32,6837	3.992
01/10/2013	34,50	32,7216	4.047
02/10/2013	34,51	32,7311	2.311
03/10/2013	34,04	32,2854	3.928
04/10/2013	34,40	32,6268	3.925
07/10/2013	34,09	32,3328	3.629
08/10/2013	33,61	31,8775	5.262
09/10/2013	33,20	31,4887	3.579
10/10/2013	33,45	31,7258	3.656
11/10/2013	33,77	32,0293	2.236
14/10/2013	35,34	33,5183	4.882
15/10/2013	35,63	33,7934	9.481
16/10/2013	35,44	33,6132	3.544
17/10/2013	35,86	34,0115	13.675
18/10/2013	34,94	34,0125	12.633
21/10/2013	35,38	34,4409	3.360
22/10/2013	35,89	34,9373	4.088
23/10/2013	35,05	34,1196	3.724
24/10/2013	35,05	34,1196	3.497
25/10/2013	35,07	34,1391	15.370
28/10/2013	35,31	34,3727	6.576
29/10/2013	35,14	34,2072	2.752
30/10/2013	35,02	34,0904	3.247
31/10/2013	35,75	34,8010	5.553
01/11/2013	36,90	35,9205	6.015
04/11/2013	37,90	36,8940	5.160
05/11/2013	37,83	36,8258	4.537
06/11/2013	38,47	37,4488	6.146
07/11/2013	37,23	36,2418	6.861
08/11/2013	36,75	35,7745	5.733
11/11/2013	36,95	35,9692	4.376
12/11/2013	35,79	34,8400	10.051
13/11/2013	35,53	34,5869	8.965
14/11/2013	35,88	34,9276	4.309
18/11/2013	36,25	35,2878	3.578
19/11/2013	35,60	34,6550	3.923
21/11/2013	35,02	34,0904	3.242
22/11/2013	35,33	34,3922	3.159
25/11/2013	34,65	33,7302	3.777
26/11/2013	33,54	32,6497	4.936
27/11/2013	34,24	33,3311	6.180
28/11/2013	35,20	34,2656	2.199
29/11/2013	35,87	34,9179	3.457
02/12/2013	35,41	34,4701	4.800
03/12/2013	35,08	34,1488	3.351
04/12/2013	35,22	34,2851	2.979
05/12/2013	35,63	34,6842	3.873
06/12/2013	35,56	34,6161	3.369
09/12/2013	35,90	34,9471	2.371
10/12/2013	35,42	34,4798	2.500
