data	fechamento	fechamento.ajustado	volume
23/04/2008	64,80	49,7152	2.390
24/04/2008	62,25	47,7588	3.760
25/04/2008	63,00	48,3342	3.219
28/04/2008	63,86	48,9940	1.244
29/04/2008	62,30	47,7972	1.199
30/04/2008	65,64	50,3596	2.842
02/05/2008	65,40	50,1755	3.258
05/05/2008	66,60	51,0962	2.532
06/05/2008	67,82	52,0322	2.343
07/05/2008	65,95	50,5975	2.127
08/05/2008	66,74	51,2036	2.204
09/05/2008	66,41	50,9504	1.348
12/05/2008	67,31	51,6409	1.020
13/05/2008	67,50	51,7867	1.783
14/05/2008	67,26	51,6025	2.609
15/05/2008	69,60	53,3978	1.893
16/05/2008	72,09	55,3081	2.068
19/05/2008	71,50	54,8555	2.262
20/05/2008	71,50	54,8555	1.906
21/05/2008	69,20	53,0909	1.918
23/05/2008	68,25	52,3621	1.582
26/05/2008	67,50	51,7867	665
27/05/2008	66,19	50,7816	1.839
28/05/2008	67,66	51,9094	1.908
29/05/2008	64,45	49,4467	3.562
30/05/2008	65,51	50,2599	2.827
02/06/2008	65,29	50,0911	3.306
03/06/2008	62,96	48,3035	3.277
04/06/2008	60,74	46,6003	2.213
05/06/2008	62,85	48,2191	1.873
06/06/2008	61,79	47,4059	3.059
09/06/2008	59,70	45,8024	3.094
10/06/2008	58,40	44,8050	3.183
11/06/2008	56,59	43,4164	3.411
12/06/2008	56,69	43,4931	2.201
13/06/2008	56,76	43,5468	1.734
16/06/2008	56,80	43,5775	2.507
17/06/2008	58,48	44,8664	3.210
18/06/2008	58,17	44,6286	4.638
19/06/2008	58,05	44,5365	2.500
20/06/2008	55,44	42,5341	1.882
23/06/2008	56,48	43,3320	1.660
24/06/2008	57,49	44,1069	2.484
25/06/2008	58,68	45,0199	3.215
26/06/2008	56,60	43,4241	2.139
27/06/2008	56,23	43,1402	1.065
30/06/2008	57,40	44,0378	1.075
01/07/2008	55,01	42,2042	2.175
02/07/2008	52,19	40,0407	2.510
03/07/2008	50,95	39,0893	1.554
04/07/2008	51,50	39,5113	879
07/07/2008	51,56	39,5573	2.135
08/07/2008	51,00	39,1277	1.907
10/07/2008	51,00	39,1277	2.710
11/07/2008	50,17	38,4909	2.836
14/07/2008	51,00	39,1277	2.252
15/07/2008	49,91	38,2914	4.944
16/07/2008	49,20	37,7467	10.498
17/07/2008	46,54	35,7059	7.444
18/07/2008	46,01	35,2993	7.892
21/07/2008	47,70	36,5959	3.659
22/07/2008	45,91	35,2226	4.320
23/07/2008	45,87	35,1919	3.087
24/07/2008	43,73	33,5501	9.115
25/07/2008	43,50	33,3736	4.123
28/07/2008	43,99	33,7496	4.602
29/07/2008	45,05	34,5628	4.387
30/07/2008	48,10	36,9028	3.620
31/07/2008	47,34	36,3197	3.572
01/08/2008	44,39	34,0564	3.523
04/08/2008	41,19	31,6014	2.720
05/08/2008	41,63	31,9389	3.525
06/08/2008	42,20	32,3762	2.157
07/08/2008	42,40	32,5297	3.614
08/08/2008	41,69	31,9850	2.777
11/08/2008	40,15	30,8035	4.333
12/08/2008	39,92	30,6270	3.388
13/08/2008	41,75	32,0310	4.765
14/08/2008	42,20	32,3762	2.926
15/08/2008	41,40	31,7625	2.528
18/08/2008	40,48	31,0566	1.447
19/08/2008	41,10	31,5323	3.134
20/08/2008	43,36	33,2662	3.505
21/08/2008	44,20	33,9107	2.853
22/08/2008	43,48	33,3583	2.895
25/08/2008	42,16	32,3456	1.815
26/08/2008	42,20	32,3762	1.558
27/08/2008	43,58	33,4350	2.596
28/08/2008	43,80	33,6038	3.611
29/08/2008	43,47	33,3506	2.434
01/09/2008	42,79	32,8289	1.072
02/09/2008	41,80	32,0694	2.651
03/09/2008	41,60	31,9159	3.891
04/09/2008	40,34	30,9492	3.070
05/09/2008	40,79	31,2945	3.019
08/09/2008	39,31	30,1590	4.551
09/09/2008	37,36	28,6630	4.345
10/09/2008	39,55	30,3431	4.750
11/09/2008	41,60	31,9159	3.505
12/09/2008	42,66	32,7292	3.001
15/09/2008	38,90	29,8445	2.535
16/09/2008	39,90	30,6117	3.838
17/09/2008	37,10	28,4635	5.115
18/09/2008	39,80	30,5349	4.287
19/09/2008	43,10	33,0667	4.745
22/09/2008	41,90	32,1461	4.129
23/09/2008	38,83	29,7908	5.061
24/09/2008	39,50	30,3048	3.108
25/09/2008	40,88	31,3635	5.028
26/09/2008	38,50	29,5376	7.799
29/09/2008	33,80	25,9317	8.659
30/09/2008	36,55	28,0415	4.921
01/10/2008	36,39	27,9188	5.018
02/10/2008	32,55	24,9727	9.641
03/10/2008	32,74	25,1184	4.408
06/10/2008	30,25	23,2081	6.328
07/10/2008	29,02	22,2644	7.670
08/10/2008	29,00	22,2491	10.586
09/10/2008	27,94	21,4358	7.076
10/10/2008	28,30	21,7120	7.143
13/10/2008	32,00	24,5507	6.807
14/10/2008	31,49	24,1594	10.707
15/10/2008	25,64	19,6713	14.365
16/10/2008	25,00	19,1802	8.287
17/10/2008	25,20	19,8399	8.228
20/10/2008	28,55	22,4774	4.596
21/10/2008	28,84	22,7057	6.998
22/10/2008	27,20	21,4145	6.138
23/10/2008	25,65	20,1942	7.003
24/10/2008	24,39	19,2022	6.945
27/10/2008	22,10	17,3993	4.025
28/10/2008	25,16	19,8084	7.845
29/10/2008	25,94	20,4225	5.484
30/10/2008	27,79	21,8790	5.845
31/10/2008	28,39	22,3514	10.776
03/11/2008	29,00	22,8317	6.575
04/11/2008	31,04	24,4378	5.314
05/11/2008	28,40	22,3593	6.578
06/11/2008	27,50	21,6507	7.463
07/11/2008	26,65	20,9815	4.951
10/11/2008	27,90	21,9656	4.949
11/11/2008	28,25	22,2412	4.623
12/11/2008	26,41	20,7926	5.512
13/11/2008	27,29	21,4854	3.834
14/11/2008	27,05	21,2964	2.719
17/11/2008	26,70	21,0209	2.518
18/11/2008	25,55	20,1155	2.874
19/11/2008	25,00	19,6825	2.734
21/11/2008	22,80	17,9504	4.177
24/11/2008	26,11	20,5564	3.971
25/11/2008	26,81	21,1075	3.169
26/11/2008	27,59	21,7216	2.903
27/11/2008	27,05	21,2964	1.517
28/11/2008	27,53	21,6743	2.647
01/12/2008	25,50	20,0761	2.535
02/12/2008	24,55	19,3282	3.057
03/12/2008	24,87	19,5801	3.003
04/12/2008	24,09	18,9660	2.224
05/12/2008	23,55	18,5409	5.829
08/12/2008	26,50	20,8634	7.656
09/12/2008	26,87	21,1547	4.676
10/12/2008	28,71	22,6034	7.584
11/12/2008	28,11	22,1310	4.263
12/12/2008	28,21	22,2097	5.620
15/12/2008	28,39	22,3514	3.333
16/12/2008	29,90	23,5402	4.190
17/12/2008	30,30	23,8552	7.860
18/12/2008	28,81	22,6821	3.934
19/12/2008	28,69	22,5876	3.143
22/12/2008	26,88	21,1626	1.958
23/12/2008	25,86	20,3595	2.135
26/12/2008	27,10	21,3358	1.096
29/12/2008	27,04	21,2886	1.870
30/12/2008	27,69	21,8003	1.965
02/01/2009	30,50	24,0126	3.487
05/01/2009	32,16	25,3195	3.965
06/01/2009	33,05	26,0202	3.890
07/01/2009	31,00	24,4063	2.863
08/01/2009	32,38	25,4927	3.974
09/01/2009	31,85	25,0755	4.626
12/01/2009	29,31	23,0757	4.474
13/01/2009	30,10	23,6977	3.161
14/01/2009	28,70	22,5955	7.443
15/01/2009	29,45	23,1860	5.504
16/01/2009	30,00	23,6190	3.080
19/01/2009	29,67	23,3592	913
20/01/2009	28,36	22,3278	3.203
21/01/2009	29,19	22,9813	3.045
22/01/2009	29,23	23,0127	4.729
23/01/2009	30,25	23,8158	5.435
26/01/2009	30,82	24,2646	3.555
27/01/2009	32,11	25,2802	7.086
28/01/2009	33,94	26,7209	6.171
29/01/2009	33,03	26,0045	2.834
30/01/2009	32,50	25,5872	3.279
02/02/2009	32,31	25,4376	3.643
03/02/2009	33,91	26,6973	6.841
04/02/2009	35,41	27,8783	10.570
05/02/2009	36,95	29,0907	9.724
06/02/2009	38,75	30,5078	12.458
09/02/2009	37,60	29,6024	6.968
10/02/2009	36,50	28,7364	8.059
11/02/2009	35,48	27,9334	4.589
12/02/2009	34,81	27,4059	4.380
13/02/2009	36,39	28,6498	2.694
16/02/2009	36,51	28,7443	1.422
17/02/2009	34,11	26,8548	6.321
18/02/2009	34,80	27,3980	4.670
19/02/2009	35,02	27,5712	1.918
20/02/2009	32,23	25,3746	10.603
25/02/2009	30,50	24,0126	5.845
26/02/2009	30,50	24,0126	3.746
27/02/2009	30,87	24,3039	5.385
02/03/2009	29,12	22,9261	6.826
03/03/2009	29,68	23,3670	5.302
04/03/2009	32,69	25,7368	6.475
05/03/2009	31,22	24,5795	4.619
06/03/2009	30,40	23,9339	5.347
09/03/2009	29,70	23,3828	2.453
10/03/2009	31,90	25,1148	4.205
11/03/2009	32,22	25,3668	2.910
12/03/2009	31,66	24,9259	4.131
13/03/2009	30,82	24,2646	2.728
16/03/2009	30,68	24,1543	2.619
17/03/2009	31,45	24,7606	3.626
18/03/2009	31,14	24,5165	6.623
19/03/2009	31,80	25,0361	4.233
20/03/2009	31,35	24,6818	3.287
23/03/2009	33,32	26,2328	3.770
24/03/2009	32,11	25,2802	2.852
25/03/2009	32,20	25,3510	3.493
26/03/2009	33,09	26,0517	3.268
27/03/2009	32,25	25,3904	2.610
30/03/2009	30,43	23,9575	7.106
31/03/2009	31,00	24,4063	5.569
01/04/2009	31,50	24,7999	2.652
02/04/2009	33,57	26,4296	5.266
03/04/2009	33,95	26,7288	3.477
06/04/2009	33,06	26,0281	2.693
07/04/2009	32,34	25,4612	6.046
08/04/2009	32,60	25,6659	4.641
09/04/2009	34,70	27,3193	4.018
13/04/2009	35,60	28,0278	3.626
14/04/2009	35,63	28,0515	4.225
15/04/2009	35,89	28,2562	3.562
16/04/2009	35,59	28,4286	4.223
17/04/2009	35,30	28,1969	3.190
20/04/2009	33,88	27,0626	3.921
22/04/2009	34,28	27,3822	3.874
23/04/2009	35,25	28,1570	3.392
24/04/2009	35,91	28,6842	3.364
27/04/2009	34,91	27,8854	2.827
28/04/2009	34,30	27,3981	3.685
29/04/2009	35,01	27,9653	3.688
30/04/2009	36,08	28,8200	6.612
04/05/2009	40,00	31,9512	12.820
05/05/2009	39,70	31,7115	5.841
06/05/2009	40,00	31,9512	3.656
07/05/2009	38,50	30,7530	4.880
08/05/2009	39,05	31,1923	3.923
11/05/2009	39,17	31,2882	3.281
12/05/2009	38,12	30,4495	5.988
13/05/2009	36,60	29,2353	7.369
14/05/2009	36,84	29,4270	3.250
15/05/2009	36,60	29,2353	3.827
18/05/2009	39,00	31,1524	3.736
19/05/2009	39,30	31,3920	3.288
20/05/2009	39,42	31,4879	4.299
21/05/2009	37,82	30,2098	5.556
22/05/2009	37,75	30,1539	3.456
25/05/2009	38,09	30,4255	480
26/05/2009	38,88	31,0565	3.672
27/05/2009	37,85	30,2338	3.686
28/05/2009	38,78	30,9767	4.577
29/05/2009	38,02	30,3696	3.790
01/06/2009	39,90	31,8713	4.283
02/06/2009	38,54	30,7850	4.179
03/06/2009	36,94	29,5069	5.703
04/06/2009	37,78	30,1779	3.206
05/06/2009	38,18	30,4974	5.321
08/06/2009	38,40	30,6731	3.064
09/06/2009	38,41	30,6811	2.858
10/06/2009	38,75	30,9527	2.415
12/06/2009	38,52	30,7690	3.349
15/06/2009	37,76	30,1619	5.620
16/06/2009	37,10	29,6347	5.442
17/06/2009	36,81	29,4031	4.425
18/06/2009	36,59	29,2273	2.774
19/06/2009	36,55	29,1954	2.220
22/06/2009	34,57	27,6138	4.053
23/06/2009	34,85	27,8375	2.685
24/06/2009	34,06	27,2064	2.674
25/06/2009	35,20	28,1170	3.791
26/06/2009	34,60	27,6378	3.297
29/06/2009	34,91	27,8854	1.870
30/06/2009	34,50	27,5579	2.889
01/07/2009	34,63	27,6617	3.659
02/07/2009	34,35	27,4381	2.364
03/07/2009	34,18	27,3023	932
06/07/2009	33,57	26,8150	3.493
07/07/2009	31,89	25,4731	3.656
08/07/2009	32,56	26,0083	4.673
10/07/2009	32,50	25,9603	2.038
13/07/2009	32,50	25,9603	2.616
14/07/2009	32,22	25,7367	2.747
15/07/2009	34,72	27,7336	5.968
16/07/2009	34,78	27,7815	3.115
17/07/2009	34,75	27,7576	1.918
20/07/2009	36,08	28,8200	2.485
21/07/2009	36,49	29,1475	2.576
22/07/2009	35,75	28,5564	3.494
23/07/2009	36,50	29,1554	5.756
24/07/2009	36,80	29,3951	3.232
27/07/2009	37,05	29,5948	2.513
28/07/2009	36,94	29,5069	4.957
29/07/2009	36,15	28,8759	4.934
30/07/2009	36,60	29,2353	4.753
31/07/2009	37,05	29,5948	3.335
03/08/2009	38,08	30,4175	3.492
04/08/2009	38,02	30,3696	4.155
05/08/2009	38,08	30,4175	3.162
06/08/2009	37,55	29,9942	3.660
07/08/2009	37,95	30,3137	2.424
10/08/2009	37,85	30,2338	2.404
11/08/2009	36,89	29,4670	3.250
12/08/2009	37,23	29,7386	3.023
13/08/2009	38,19	30,5054	3.565
14/08/2009	38,50	30,7530	3.249
17/08/2009	36,90	29,4750	5.048
18/08/2009	36,70	29,3152	3.065
19/08/2009	36,68	29,2992	2.340
20/08/2009	36,97	29,5309	1.645
21/08/2009	37,50	29,9542	3.712
24/08/2009	37,95	30,3137	3.931
25/08/2009	37,68	30,0980	3.494
26/08/2009	37,58	30,0181	4.474
27/08/2009	37,35	29,8344	3.975
28/08/2009	37,89	30,2658	3.553
31/08/2009	36,68	29,2992	7.356
01/09/2009	36,56	29,2034	4.092
02/09/2009	36,01	28,7640	3.623
03/09/2009	36,48	29,1395	3.434
04/09/2009	37,10	29,6347	3.705
08/09/2009	38,30	30,5933	4.854
09/09/2009	38,15	30,4734	2.702
10/09/2009	38,85	31,0326	4.527
11/09/2009	38,40	30,6731	2.914
14/09/2009	38,90	31,0725	2.281
15/09/2009	39,48	31,5358	4.587
16/09/2009	40,25	32,1509	5.118
17/09/2009	39,75	31,7515	2.776
18/09/2009	39,99	31,9432	3.114
21/09/2009	40,68	32,4943	4.377
22/09/2009	41,77	33,3650	4.079
23/09/2009	41,36	33,0375	3.471
24/09/2009	40,64	32,4624	4.549
25/09/2009	40,69	32,5023	3.376
28/09/2009	41,37	33,0455	2.033
29/09/2009	41,00	32,7500	2.178
30/09/2009	41,19	32,9017	4.420
01/10/2009	40,05	31,9911	3.275
02/10/2009	40,96	32,7180	2.899
05/10/2009	41,50	33,1493	2.677
06/10/2009	41,88	33,4529	3.392
07/10/2009	42,89	34,2596	3.655
08/10/2009	43,50	34,7469	4.697
09/10/2009	43,72	34,9226	3.191
13/10/2009	43,30	34,5871	3.484
14/10/2009	45,30	36,1847	5.907
15/10/2009	45,79	36,5761	3.913
16/10/2009	45,25	36,5322	4.728
19/10/2009	46,61	37,6301	3.501
20/10/2009	45,77	36,9520	5.315
21/10/2009	46,11	37,2265	5.128
22/10/2009	46,92	37,8804	3.962
23/10/2009	46,11	37,2265	3.002
26/10/2009	46,40	37,4606	2.999
27/10/2009	44,65	36,0478	3.026
28/10/2009	42,71	34,4815	4.155
29/10/2009	46,50	37,5413	4.879
30/10/2009	44,80	36,1689	6.242
03/11/2009	46,50	37,5413	5.190
04/11/2009	46,94	37,8966	3.679
05/11/2009	47,14	38,0580	2.228
06/11/2009	46,84	37,8158	2.589
09/11/2009	48,45	39,1156	2.790
10/11/2009	47,92	38,6878	3.564
11/11/2009	47,83	38,6151	4.095
12/11/2009	46,10	37,2184	4.243
13/11/2009	46,90	37,8643	5.368
16/11/2009	48,77	39,3740	4.904
17/11/2009	49,41	39,8907	3.747
18/11/2009	48,56	39,2045	3.156
19/11/2009	48,67	39,2933	2.755
23/11/2009	49,19	39,7131	2.179
24/11/2009	49,47	39,9391	1.972
25/11/2009	50,30	40,6092	2.736
26/11/2009	48,80	39,3982	1.408
27/11/2009	49,60	40,0441	2.363
30/11/2009	49,02	39,5758	3.956
01/12/2009	49,90	40,2863	4.250
02/12/2009	49,50	39,9634	2.552
03/12/2009	48,95	39,5193	3.781
04/12/2009	48,05	38,7927	3.347
07/12/2009	48,13	38,8573	2.603
08/12/2009	47,70	38,5101	2.497
09/12/2009	48,20	38,9138	2.568
10/12/2009	49,00	39,5597	2.397
11/12/2009	49,40	39,8826	2.008
14/12/2009	50,28	40,5931	1.813
15/12/2009	50,22	40,5446	2.050
16/12/2009	49,96	40,3347	2.695
17/12/2009	48,41	39,0834	3.234
18/12/2009	48,30	38,9945	3.073
21/12/2009	48,14	38,8654	2.506
22/12/2009	49,05	39,6001	2.368
23/12/2009	49,71	40,1329	2.962
28/12/2009	49,80	40,2056	1.075
29/12/2009	49,66	40,0925	947
30/12/2009	49,50	39,9634	3.078
04/01/2010	51,49	41,5700	2.381
05/01/2010	51,97	41,9575	3.002
06/01/2010	53,07	42,8456	2.743
07/01/2010	53,29	43,0232	2.543
08/01/2010	53,81	43,4430	2.445
11/01/2010	53,65	43,3138	2.785
12/01/2010	53,50	43,1927	2.606
13/01/2010	54,16	43,7256	2.636
14/01/2010	54,15	43,7175	1.593
15/01/2010	53,45	43,1523	2.225
18/01/2010	54,20	43,7579	1.109
19/01/2010	54,95	44,3634	1.889
20/01/2010	53,45	43,1523	3.132
21/01/2010	51,60	41,6588	3.569
22/01/2010	50,51	40,7788	3.475
26/01/2010	49,49	39,9553	4.364
27/01/2010	48,81	39,4063	3.296
28/01/2010	48,78	39,3821	2.383
29/01/2010	48,91	39,4870	3.402
01/02/2010	50,39	40,6819	2.665
02/02/2010	50,39	40,6819	2.522
03/02/2010	50,28	40,5931	2.879
04/02/2010	47,56	38,3971	4.089
05/02/2010	47,16	38,0742	3.775
08/02/2010	47,50	38,3487	4.419
09/02/2010	48,50	39,1560	4.181
10/02/2010	48,55	39,1964	2.638
11/02/2010	49,69	40,1167	8.214
12/02/2010	49,35	39,8423	3.444
17/02/2010	51,30	41,4166	2.909
18/02/2010	52,17	42,1190	2.340
19/02/2010	52,00	41,9817	1.530
22/02/2010	51,00	41,1744	2.001
23/02/2010	50,22	40,5446	3.734
24/02/2010	50,40	40,6900	2.643
25/02/2010	50,70	40,9322	2.783
26/02/2010	50,45	40,7303	5.725
01/03/2010	50,97	41,1501	2.150
02/03/2010	51,99	41,9736	3.674
03/03/2010	51,88	41,8848	2.699
04/03/2010	52,60	42,4661	3.332
05/03/2010	54,30	43,8386	4.204
08/03/2010	53,90	43,5157	2.723
09/03/2010	54,30	43,8386	4.147
10/03/2010	53,60	43,2735	3.462
11/03/2010	52,90	42,7083	2.347
12/03/2010	52,60	42,4661	2.272
15/03/2010	52,90	42,7083	1.517
16/03/2010	54,22	43,7740	2.202
17/03/2010	54,28	43,8224	2.195
18/03/2010	53,75	43,3946	1.786
19/03/2010	53,17	42,9263	1.346
22/03/2010	53,89	43,5076	1.666
23/03/2010	55,80	45,0496	3.306
24/03/2010	55,70	44,9689	1.885
25/03/2010	55,30	44,6459	2.542
26/03/2010	55,80	45,0496	2.339
29/03/2010	57,05	46,0588	2.051
30/03/2010	57,45	46,3817	2.887
31/03/2010	57,15	46,1395	4.064
01/04/2010	57,73	46,6078	1.870
05/04/2010	57,57	46,4786	1.729
06/04/2010	57,49	46,4140	1.553
07/04/2010	58,07	46,8823	2.813
08/04/2010	59,40	47,9560	4.596
09/04/2010	59,29	47,8672	2.957
12/04/2010	58,88	47,5362	2.583
13/04/2010	59,35	47,9157	2.050
14/04/2010	59,85	48,3193	2.764
15/04/2010	59,35	47,9157	2.503
16/04/2010	58,53	47,5881	3.308
19/04/2010	57,50	46,7506	4.330
20/04/2010	56,70	46,1002	2.855
22/04/2010	56,90	46,2628	4.179
23/04/2010	56,40	45,8563	3.468
26/04/2010	56,17	45,6692	1.811
27/04/2010	53,31	43,3439	4.778
28/04/2010	52,95	43,0512	4.625
29/04/2010	54,40	44,2301	3.476
30/04/2010	53,10	43,1732	4.250
03/05/2010	51,78	42,0999	3.397
04/05/2010	49,36	40,1323	6.558
05/05/2010	50,59	41,1324	6.082
06/05/2010	49,87	40,5470	6.939
07/05/2010	49,70	40,4088	4.756
10/05/2010	51,81	42,1243	4.790
11/05/2010	51,31	41,7178	1.714
12/05/2010	51,13	41,5715	1.790
13/05/2010	50,39	40,9698	2.262
14/05/2010	48,90	39,7583	3.208
17/05/2010	48,14	39,1404	3.442
18/05/2010	46,40	37,7257	3.604
19/05/2010	45,50	36,9940	7.026
20/05/2010	43,85	35,6524	6.092
21/05/2010	46,80	38,0509	3.857
24/05/2010	46,31	37,6525	2.639
25/05/2010	46,72	37,9859	4.529
26/05/2010	46,47	37,7826	5.530
27/05/2010	49,40	40,1649	5.069
28/05/2010	48,95	39,7990	4.416
31/05/2010	50,00	40,6527	4.773
01/06/2010	48,92	39,7746	3.570
02/06/2010	49,95	40,6121	2.042
04/06/2010	47,59	38,6932	4.753
07/06/2010	46,10	37,4818	2.828
08/06/2010	46,59	37,8802	1.947
09/06/2010	46,76	38,0184	3.258
10/06/2010	47,61	38,7095	2.591
11/06/2010	48,19	39,1811	1.907
14/06/2010	48,22	39,2055	2.522
15/06/2010	48,91	39,7665	1.895
16/06/2010	48,30	39,2705	4.198
17/06/2010	47,45	38,5794	2.743
18/06/2010	47,00	38,2135	3.490
21/06/2010	48,47	39,4087	3.183
22/06/2010	48,00	39,0266	3.233
23/06/2010	48,59	39,5063	2.140
24/06/2010	47,50	38,6201	2.403
25/06/2010	48,08	39,0916	1.952
28/06/2010	47,18	38,3599	2.359
29/06/2010	44,90	36,5061	3.865
30/06/2010	43,65	35,4898	3.167
01/07/2010	43,84	35,6443	3.228
02/07/2010	43,62	35,4654	2.975
05/07/2010	43,00	34,9613	1.302
06/07/2010	43,54	35,4004	3.823
07/07/2010	44,59	36,2541	2.398
08/07/2010	44,74	36,3760	2.487
12/07/2010	44,08	35,8394	1.986
13/07/2010	44,16	35,9045	2.156
14/07/2010	44,17	35,9126	1.654
15/07/2010	43,82	35,6280	2.172
16/07/2010	42,85	34,8394	2.686
19/07/2010	44,05	35,8150	1.656
20/07/2010	46,54	37,8395	6.180
21/07/2010	46,81	38,0591	3.990
22/07/2010	47,80	38,8640	2.913
23/07/2010	48,17	39,1648	1.908
26/07/2010	48,19	39,1811	1.479
27/07/2010	48,00	39,0266	2.518
28/07/2010	48,85	39,7177	2.584
29/07/2010	48,40	39,3518	3.991
30/07/2010	48,55	39,4738	3.433
02/08/2010	50,53	41,0836	3.744
03/08/2010	50,47	41,0348	2.223
04/08/2010	50,43	41,0023	2.658
05/08/2010	50,65	41,1812	1.572
06/08/2010	50,58	41,1243	1.593
09/08/2010	50,71	41,2300	1.361
10/08/2010	50,00	40,6527	2.628
11/08/2010	48,31	39,2786	2.690
12/08/2010	48,72	39,6120	2.201
13/08/2010	48,80	39,6770	2.033
16/08/2010	49,44	40,1974	1.683
17/08/2010	50,01	40,6608	2.569
18/08/2010	50,35	40,9373	3.106
19/08/2010	49,85	40,5307	2.316
20/08/2010	49,24	40,0348	2.754
23/08/2010	47,83	38,8884	3.844
24/08/2010	46,80	38,0509	2.610
25/08/2010	46,38	37,7094	3.610
26/08/2010	45,86	37,2867	2.681
27/08/2010	47,45	38,5794	3.214
30/08/2010	46,20	37,5631	2.212
31/08/2010	46,88	38,1160	2.689
01/09/2010	49,05	39,8803	3.276
02/09/2010	48,58	39,4982	1.863
03/09/2010	48,40	39,3518	2.347
06/09/2010	48,00	39,0266	665
08/09/2010	47,19	38,3680	1.794
09/09/2010	47,30	38,4575	1.701
10/09/2010	46,86	38,0997	1.681
13/09/2010	48,20	39,1892	2.099
14/09/2010	47,80	38,8640	2.831
15/09/2010	48,08	39,0916	2.836
16/09/2010	47,77	38,8396	2.817
17/09/2010	47,13	38,3192	2.491
20/09/2010	48,10	39,1079	2.417
21/09/2010	48,25	39,2299	3.159
22/09/2010	49,12	39,9372	4.495
23/09/2010	49,14	39,9535	4.905
24/09/2010	50,83	41,3275	5.613
27/09/2010	51,76	42,0837	3.150
28/09/2010	52,16	42,4089	2.965
29/09/2010	52,19	42,4333	3.566
30/09/2010	52,30	42,5227	3.923
01/10/2010	52,80	42,9293	3.683
04/10/2010	52,84	42,9618	2.899
05/10/2010	53,51	43,5065	2.914
06/10/2010	53,67	43,6366	3.956
07/10/2010	53,48	43,4821	4.464
08/10/2010	53,30	43,3358	3.227
11/10/2010	53,60	43,5797	1.391
13/10/2010	53,55	43,5390	4.187
14/10/2010	53,75	43,7017	3.305
15/10/2010	53,35	43,3764	2.104
18/10/2010	54,50	44,7712	2.388
19/10/2010	53,20	43,7032	3.252
20/10/2010	54,78	45,0012	3.325
21/10/2010	53,90	44,2783	4.172
22/10/2010	53,95	44,3193	3.998
25/10/2010	54,40	44,6890	3.288
26/10/2010	55,20	45,3462	3.250
27/10/2010	54,65	44,8944	4.663
28/10/2010	53,60	44,0318	4.597
29/10/2010	53,60	44,0318	4.195
01/11/2010	54,80	45,0176	3.000
03/11/2010	54,20	44,5247	3.953
04/11/2010	55,59	45,6666	3.322
05/11/2010	55,70	45,7570	3.218
08/11/2010	56,10	46,0856	2.237
09/11/2010	55,90	45,9213	3.076
10/11/2010	55,80	45,8391	2.514
11/11/2010	56,04	46,0363	2.346
12/11/2010	55,00	45,1819	2.692
16/11/2010	53,89	44,2701	3.580
17/11/2010	53,81	44,2043	1.925
18/11/2010	55,24	45,3791	2.726
19/11/2010	55,45	45,5516	3.165
22/11/2010	55,30	45,4284	2.885
23/11/2010	53,90	44,2783	3.506
24/11/2010	55,27	45,4037	2.129
25/11/2010	54,92	45,1162	858
26/11/2010	54,09	44,4344	2.189
29/11/2010	54,21	44,5329	3.584
30/11/2010	53,56	43,9990	4.514
01/12/2010	55,30	45,4284	2.626
02/12/2010	55,90	45,9213	2.662
03/12/2010	56,60	46,4963	2.357
06/12/2010	56,85	46,7017	1.424
07/12/2010	56,72	46,5949	1.997
08/12/2010	55,46	45,5598	3.029
09/12/2010	56,07	46,0609	2.352
10/12/2010	56,77	46,6359	2.137
13/12/2010	58,19	47,8025	2.828
14/12/2010	57,68	47,3835	1.951
15/12/2010	56,80	46,6606	2.474
16/12/2010	56,75	46,6195	2.226
17/12/2010	56,90	46,7427	2.921
20/12/2010	56,50	46,4141	2.208
21/12/2010	57,19	46,9810	2.563
22/12/2010	57,03	46,8495	1.659
23/12/2010	56,85	46,7017	1.457
27/12/2010	55,23	45,3709	3.027
28/12/2010	54,74	44,9683	2.336
29/12/2010	55,12	45,2805	2.680
30/12/2010	55,33	45,4530	3.487
03/01/2011	56,97	46,8002	5.108
04/01/2011	58,15	47,7696	4.104
05/01/2011	59,20	48,6322	3.288
06/01/2011	58,44	48,0078	2.987
07/01/2011	58,00	47,6464	2.775
10/01/2011	57,89	47,5560	2.833
11/01/2011	58,50	48,0571	2.793
12/01/2011	60,12	49,3879	4.895
13/01/2011	59,70	49,0429	3.285
14/01/2011	59,96	49,2565	2.793
17/01/2011	60,17	49,4290	1.496
18/01/2011	60,92	50,3091	2.545
19/01/2011	59,60	49,2190	2.695
20/01/2011	58,60	48,3932	4.423
21/01/2011	59,00	48,7235	1.920
24/01/2011	59,40	49,0538	1.767
26/01/2011	59,35	49,0125	2.714
27/01/2011	58,76	48,5253	2.259
28/01/2011	57,07	47,1297	3.728
31/01/2011	57,08	47,1379	2.204
01/02/2011	58,49	48,3023	2.212
02/02/2011	57,40	47,4022	2.478
03/02/2011	57,27	47,2948	1.993
04/02/2011	56,34	46,5268	2.383
07/02/2011	56,76	46,8737	2.317
08/02/2011	56,31	46,5020	2.977
09/02/2011	54,60	45,0899	2.175
10/02/2011	55,31	45,6762	3.693
11/02/2011	56,45	46,6177	3.476
14/02/2011	57,55	47,5261	2.408
15/02/2011	57,36	47,3692	2.429
16/02/2011	57,91	47,8234	2.907
